
110,110,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[72;97;-1;-1],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[7;27;47;67],1600,1,130,,110,RIGHT,,110,60
111,111,0,[49;-1;-1;-1],[81;-1;-1;-1],[84;109;-1;-1],[1143;-1;-1;-1],UP,[LEFT;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[0;15;35;55],1630,1,127,,111,DOWN,,111,30
112,112,0,[49;69;-1;-1],[49;69;-1;-1],[100;125;-1;-1],[1143;1143;-1;-1],UP,[UP;LEFT;NEUTRAL;NEUTRAL],[0;0;0;0],[0;0;19;39],1660,1,124,,112,LEFT,,112,0
113,113,0,[15;51;49;71],[15;51;49;71],[112;137;-1;-1],[1143;1143;1143;1148],DOWN,[DOWN;DOWN;LEFT;RIGHT],[0;0;0;0],[0;0;0;0],1660,1,124,,113,LEFT,,113,0
114,114,0,[15;51;31;84],[15;51;31;84],[100;125;-1;-1],[1143;1143;1143;1148],LEFT,[DOWN;DOWN;DOWN;DOWN],[0;0;0;0],[0;0;0;0],1660,1,124,,114,DOWN,,114,0
115,115,0,[15;51;31;84],[15;51;31;84],[84;109;-1;-1],[1148;1148;1143;1148],DOWN,[LEFT;LEFT;DOWN;DOWN],[0;0;0;0],[0;0;0;0],1660,1,124,,115,RIGHT,,115,60
116,116,0,[39;51;31;73],[83;51;31;73],[72;97;-1;-1],[1148;1148;1143;1148],DOWN,[DOWN;UP;DOWN;LEFT],[0;0;0;0],[0;0;0;0],1660,1,124,,116,UP,,116,90
117,117,0,[35;51;31;49],[35;51;31;49],[48;73;-1;-1],[1148;1148;1143;1143],DOWN,[DOWN;LEFT;RIGHT;LEFT],[0;0;0;0],[0;0;0;0],1720,1,118,,117,DOWN,,117,90
118,118,0,[39;75;31;49],[111;106;31;71],[36;85;-1;-1],[1148;1148;1143;1143],DOWN,[DOWN;LEFT;RIGHT;UP],[0;0;0;0],[0;0;0;0],1750,1,115,,118,RIGHT,,118,60
119,119,0,[70;62;31;71],[70;62;31;71],[60;96;-1;-1],[1148;1148;1143;1143],RIGHT,[LEFT;RIGHT;LEFT;UP],[0;0;0;0],[0;0;0;0],1810,1,109,,119,LEFT,,119,0
120,120,0,[50;62;31;71],[50;62;31;71],[84;96;-1;-1],[1148;1148;1143;1143],UP,[LEFT;RIGHT;UP;UP],[0;0;0;0],[0;0;0;0],1810,1,109,,120,UP,,120,0
121,121,0,[50;62;55;95],[50;62;65;105],[96;84;-1;-1],[1148;1148;1143;1143],RIGHT,[DOWN;UP;RIGHT;RIGHT],[0;0;0;0],[0;0;0;0],1810,1,109,,121,UP,,121,0
122,122,0,[98;38;17;95],[118;38;17;95],[109;84;-1;-1],[1148;1148;1148;1143],UP,[DOWN;UP;RIGHT;RIGHT],[0;0;0;0],[0;0;0;0],1810,1,109,,122,DOWN,,122,0
123,123,0,[118;38;7;81],[118;38;7;81],[121;96;-1;-1],[1148;1148;1148;1148],UP,[RIGHT;UP;RIGHT;RIGHT],[0;0;0;0],[0;0;0;0],1810,1,109,,123,UP,,123,0
